ID,labels,cpe,description,cwe_id,cwe_name
CVE-2019-10404,['maven:org.jenkins-ci.main:jenkins-core'],['jenkins jenkins'],"Jenkins 2.196 and earlier, LTS 2.176.3 and earlier did not escape the reason why a queue items is blcoked in tooltips, resulting in a stored XSS vulnerability exploitable by users able to control parts of the reason a queue item is blocked, such as label expressions not matching any idle executors.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2013-1879,"['maven:org.apache.activemq:activemq-core', 'maven:org.apache.activemq:activemq-all', 'maven:org.apache.activemq:activemq-web', 'maven:org.apache.activemq:activemq-client']",['apache activemq'],"Cross-site scripting (XSS) vulnerability in scheduled.jsp in Apache ActiveMQ 5.8.0 and earlier allows remote attackers to inject arbitrary web script or HTML via vectors involving the ""cron of a message.""",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2018-11768,"['maven:org.apache.hadoop:hadoop-main', 'maven:org.apache.hadoop:hadoop-hdfs']",['apache hadoop'],"In Apache Hadoop 3.1.0 to 3.1.1, 3.0.0-alpha1 to 3.0.3, 2.9.0 to 2.9.1, and 2.0.0-alpha to 2.8.4, the user/group information can be corrupted across storing in fsimage and reading back from fsimage.",CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2018-3739,['maven:org.webjars.bower:npm'],['https-proxy-agent_project https-proxy-agent'],"https-proxy-agent before 2.1.1 passes auth option to the Buffer constructor without proper sanitization, resulting in DoS and uninitialized memory leak in setups where an attacker could submit typed input to the 'auth' parameter (e.g. JSON).",CWE-125,Out-of-bounds Read
CVE-2019-10303,['maven:org.jenkins-ci.plugins:azure-publishersettings-credentials'],['jenkins azure_publishersettings_credentials'],Jenkins Azure PublisherSettings Credentials Plugin 1.2 and earlier stored credentials unencrypted in the credentials.xml file on the Jenkins master where they could be viewed by users with access to the master file system.,CWE-522,Insufficiently Protected Credentials
CVE-2019-1003095,['maven:org.jenkins-ci.plugins:perfectomobile'],['jenkins perfecto_mobile'],Jenkins Perfecto Mobile Plugin stores credentials unencrypted in its global configuration file on the Jenkins master where they can be viewed by users with access to the master file system.,CWE-311,Missing Encryption of Sensitive Data
CVE-2010-1244,['maven:org.apache.activemq:activemq-web'],['apache activemq'],Cross-site request forgery (CSRF) vulnerability in createDestination.action in Apache ActiveMQ before 5.3.1 allows remote attackers to hijack the authentication of unspecified victims for requests that create queues via the JMSDestination parameter in a queue action.,CWE-352,Cross-Site Request Forgery (CSRF)
CVE-2016-0714,"['maven:org.apache.tomcat:tomcat-util', 'maven:org.apache.tomcat:tomcat-catalina-ha', 'maven:org.apache.tomcat:catalina-ha', 'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core']","['apache tomcat', 'debian debian_linux', 'canonical ubuntu_linux']","The session-persistence implementation in Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.68, 8.x before 8.0.31, and 9.x before 9.0.0.M2 mishandles session attributes, which allows remote authenticated users to bypass intended SecurityManager restrictions and execute arbitrary code in a privileged context via a web application that places a crafted object in a session.",,
CVE-2019-9518,"['maven:io.netty:netty', 'maven:org.eclipse.jetty.http2:http2-common', 'maven:io.netty:netty-codec-http2', 'maven:io.netty:netty-all']","['apache traffic_server', 'canonical ubuntu_linux', 'debian debian_linux', 'synology skynas', 'synology diskstation_manager', 'fedoraproject fedora', 'opensuse leap', 'redhat software_collections', 'redhat jboss_core_services', 'redhat enterprise_linux', 'redhat jboss_enterprise_application_platform', 'redhat quay', 'redhat openshift_service_mesh', 'oracle graalvm', 'mcafee web_gateway', 'nodejs node.js']","Some HTTP/2 implementations are vulnerable to a flood of empty frames, potentially leading to a denial of service. The attacker sends a stream of frames with an empty payload and without the end-of-stream flag. These frames can be DATA, HEADERS, CONTINUATION and/or PUSH_PROMISE. The peer spends time processing each frame disproportionate to attack bandwidth. This can consume excess CPU.",CWE-770,Allocation of Resources Without Limits or Throttling
CVE-2020-2279,['maven:org.jenkins-ci.plugins:script-security'],['jenkins script_security'],A sandbox bypass vulnerability in Jenkins Script Security Plugin 1.74 and earlier allows attackers with permission to define sandboxed scripts to provide crafted return values or script binding content that can result in arbitrary code execution on the Jenkins controller JVM.,,
CVE-2020-1757,"['maven:io.undertow:undertow-servlet', 'maven:io.undertow:undertow-benchmarks', 'maven:io.undertow:undertow-examples', 'maven:io.undertow:undertow-core']","['redhat undertow', 'redhat jboss_fuse', 'redhat jboss_enterprise_application_platform', 'redhat single_sign-on', 'redhat jboss_data_grid', 'redhat openshift_application_runtimes']","A flaw was found in all undertow-2.x.x SP1 versions prior to undertow-2.0.30.SP1, all undertow-1.x.x and undertow-2.x.x versions prior to undertow-2.1.0.Final, where the Servlet container causes servletPath to normalize incorrectly by truncating the path after semicolon which may lead to an application mapping resulting in the security bypass.",CWE-20,Improper Input Validation
CVE-2014-2067,['maven:org.jenkins-ci.main:jenkins-core'],['jenkins jenkins'],"Cross-site scripting (XSS) vulnerability in java/hudson/model/Cause.java in Jenkins before 1.551 and LTS before 1.532.2 allows remote authenticated users to inject arbitrary web script or HTML via a ""remote cause note.""",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2018-1131,['maven:org.infinispan:infinispan-core'],"['infinispan infinispan', 'redhat jboss_data_grid']","Infinispan permits improper deserialization of trusted data via XML and JSON transcoders under certain server configurations. A user with authenticated access to the server could send a malicious object to a cache configured to accept certain types of objects, achieving code execution and possible further attacks. Versions 9.0.3.Final, 9.1.7.Final, 8.2.10.Final, 9.2.2.Final, 9.3.0.Alpha1 are believed to be affected.",CWE-502,Deserialization of Untrusted Data
CVE-2019-10337,['maven:org.jenkins-ci.plugins:token-macro'],['jenkins token_macro'],"An XML external entities (XXE) vulnerability in Jenkins Token Macro Plugin 2.7 and earlier allowed attackers able to control a the content of the input file for the ""XML"" macro to have Jenkins resolve external entities, resulting in the extraction of secrets from the Jenkins agent, server-side request forgery, or denial-of-service attacks.",CWE-611,Improper Restriction of XML External Entity Reference
CVE-2020-26237,"['maven:org.webjars.bowergithub.highlightjs:highlight.js', 'maven:org.webjars.npm:highlight.js']","['highlightjs highlight.js', 'debian debian_linux', 'oracle mysql_enterprise_monitor']","Highlight.js is a syntax highlighter written in JavaScript. Highlight.js versions before 9.18.2 and 10.1.2 are vulnerable to Prototype Pollution. A malicious HTML code block can be crafted that will result in prototype pollution of the base object's prototype during highlighting. If you allow users to insert custom HTML code blocks into your page/app via parsing Markdown code blocks (or similar) and do not filter the language names the user can provide you may be vulnerable. The pollution should just be harmless data but this can cause problems for applications not expecting these properties to exist and can result in strange behavior or application crashes, i.e. a potential DOS vector. If your website or application does not render user provided data it should be unaffected. Versions 9.18.2 and 10.1.2 and newer include fixes for this vulnerability. If you are using version 7 or 8 you are encouraged to upgrade to a newer release.",CWE-471,Modification of Assumed-Immutable Data (MAID)
CVE-2014-0099,"['maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:tomcat:tomcat-util', 'maven:org.apache.tomcat:tomcat-util', 'maven:tomcat:tomcat-coyote', 'maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat:coyote']",['apache tomcat'],"Integer overflow in java/org/apache/tomcat/util/buf/Ascii.java in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4, when operated behind a reverse proxy, allows remote attackers to conduct HTTP request smuggling attacks via a crafted Content-Length HTTP header.",,
CVE-2015-4852,"['maven:commons-collections:commons-collections', 'maven:org.apache.commons:commons-collections4']","['oracle virtual_desktop_infrastructure', 'oracle weblogic_server', 'oracle storagetek_tape_analytics_sw_tool']","The WLS Security component in Oracle WebLogic Server 10.3.6.0, 12.1.2.0, 12.1.3.0, and 12.2.1.0 allows remote attackers to execute arbitrary commands via a crafted serialized Java object in T3 protocol traffic to TCP port 7001, related to oracle_common/modules/com.bea.core.apache.commons.collections.jar. NOTE: the scope of this CVE is limited to the WebLogic Server product.",CWE-502,Deserialization of Untrusted Data
CVE-2017-3155,['maven:org.apache.atlas:apache-atlas'],['apache atlas'],Apache Atlas versions 0.6.0-incubating and 0.7.0-incubating were found vulnerable to cross frame scripting.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2018-8014,"['maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core']","['apache tomcat', 'canonical ubuntu_linux', 'debian debian_linux', 'netapp storage_automation_store', 'netapp oncommand_workflow_automation', 'netapp snapcenter_server', 'netapp oncommand_unified_manager', 'netapp oncommand_insight']","The defaults settings for the CORS filter provided in Apache Tomcat 9.0.0.M1 to 9.0.8, 8.5.0 to 8.5.31, 8.0.0.RC1 to 8.0.52, 7.0.41 to 7.0.88 are insecure and enable 'supportsCredentials' for all origins. It is expected that users of the CORS filter will have configured it appropriately for their environment rather than using it in the default configuration. Therefore, it is expected that most users will not be impacted by this issue.",CWE-1188,Initialization of a Resource with an Insecure Default
CVE-2020-5398,"['maven:org.springframework:spring-webflux', 'maven:org.springframework:spring-webmvc', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-web', 'maven:org.springframework:spring-web']","['vmware spring_framework', 'oracle flexcube_private_banking', 'oracle insurance_policy_administration_j2ee', 'oracle insurance_rules_palette', 'oracle retail_service_backbone', 'oracle retail_back_office', 'oracle weblogic_server', 'oracle application_testing_suite', 'oracle retail_order_broker', 'oracle retail_returns_management', 'oracle retail_central_office', 'oracle retail_assortment_planning', 'oracle retail_point-of-service', 'oracle retail_predictive_application_server', 'oracle retail_financial_integration', 'oracle communications_policy_management', 'oracle mysql', 'oracle rapid_planning', 'oracle communications_element_manager', 'oracle communications_diameter_signaling_router', 'oracle retail_bulk_data_integration', 'oracle communications_session_report_manager', 'oracle communications_session_route_manager', 'oracle retail_integration_bus', 'oracle healthcare_master_person_index', 'oracle communications_billing_and_revenue_management_elastic_charging_engine', 'oracle financial_services_regulatory_reporting_with_agilereporter', 'oracle enterprise_manager_base_platform', 'oracle communications_cloud_native_core_policy', 'oracle siebel_engineering_-_installer_\\&_deployment', 'oracle insurance_calculation_engine', 'netapp snapcenter', 'netapp data_availability_services']","In Spring Framework, versions 5.2.x prior to 5.2.3, versions 5.1.x prior to 5.1.13, and versions 5.0.x prior to 5.0.16, an application is vulnerable to a reflected file download (RFD) attack when it sets a ""Content-Disposition"" header in the response where the filename attribute is derived from user supplied input.",CWE-494,Download of Code Without Integrity Check
